"Cod_TSE","Cod_IBGE","UF","localidade"
"63959","3514700","SP","ECHAPORA"
"86738","4308805","RS","GENERAL CAMARA"
"81213","4206207","SC","GRAVATAL"
"58106","3301850","RJ","GUAPIMIRIM"
"61107","3518859","SP","GUATAPARA"
"45772","3128907","MG","GUIMARANIA"
"46574","3132909","MG","ITAMOGI"
"56626","3203130","ES","JOAO NEIVA"
"55026","5005251","MS","LAGUNA CARAPA"
"66311","3526506","SP","LAVINIA"
"66770","3528809","SP","MARACAI"
"48216","3141108","MG","MATOZINHOS"
"67199","3530904","SP","MOMBUCA"
"67814","3534005","SP","ONDA VERDE"
"82830","4214409","SC","RIO DAS ANTAS"
"52574","3162906","MG","SAO JOAO NEPOMUCENO"
"87823","4319372","RS","SAO PEDRO DO BUTIA"
"58424","3305554","RJ","SEROPEDICA"
"96091","5220603","GO","SILVANIA"
"89478","4322202","RS","TUPANCIRETA"
"41815","3109105","MG","BUENO BRANDAO"
"75132","4105805","PR","COLOMBO"
"44032","3120201","MG","CRISTAIS"
"87114","4310504","RS","IRAI"
"46590","3133006","MG","ITAMONTE"
"90913","5104609","MT","ITIQUIRA"
"24570","2607901","PE","JABOATAO"
"47376","3136900","MG","JURUAIA"
"94471","5212600","GO","MAIRIPOTABA"
"56731","3203700","ES","MUNIZ FREIRE"
"82210","4211306","SC","NAVEGANTES"
"55000","5006002","MS","NOVA ALVORADA DO SUL"
"94935","5214804","GO","NOVA AURORA"
"84816","4313060","RS","NOVA HARTZ"
"68411","3537008","SP","PEDREGULHO"
"50393","3152006","MG","POMPEU"
"69850","3544202","SP","RIOLANDIA"
"70076","3545308","SP","SALTO DE PIRAPORA"
"70319","3546504","SP","SANTA ERNESTINA"
"52256","3161304","MG","SAO FRANCISCO DE SALES"
"83410","4217303","SC","SAUDADES"
"85162","4321436","RS","TERRA DE AREIA"
"61158","3500808","SP","ALFREDO MARCONDES"
"74195","4101101","PR","ANDIRA"
"61450","3502309","SP","ANHEMBI"
"80012","4200101","SC","ABELARDO LUZ"
"61034","3500204","SP","ADOLFO"
"85294","4301503","RS","AUGUSTO PESTANA"
"62430","3507209","SP","BORA"
"80420","4202859","SC","BRACO DO TROMBUDO"
"80616","4203204","SC","CAMBORIU"
"43532","3117702","MG","CONCEICAO DO RIO VERDE"
"63797","3513900","SP","DIVINOLANDIA"
"75558","4107900","PR","FLORESTA"
"80888","4205431","SC","FORMOSA DO SUL"
"86746","4308854","RS","GENTIL"
"90204","5103957","MT","GLORIA DOESTE"
"84999","4310439","RS","IPE"
"76155","4111100","PR","ITAMBE"
"81957","4209904","SC","LONTRAS"
"47732","3138708","MG","LUMINARIAS"
"76759","4114104","PR","MANDAGUACU"
"87041","4312153","RS","MATO LEITAO"
"84697","4116059","PR","MISSAL"
"58599","3303005","RJ","MIRACEMA"
"58696","3303500","RJ","NOVA IGUACU"
"67750","3533700","SP","OCAUCU"
"49115","3145604","MG","OLIVEIRA"
"68837","3539103","SP","PIRAPORA DO BOM JESUS"
"95575","5218102","GO","PORTELANDIA"
"58025","3304128","RJ","QUATIS"
"51152","3155801","MG","RIO POMBA"
"62189","3546256","SP","SANTA CRUZ DA ESPERANCA"
"52396","3162005","MG","SAO GONCALO DO SAPUCAI"
"88790","4318804","RS","SAO LOURENCO DO SUL"
"71315","3551504","SP","SERRANA"
"61620","3554953","SP","TUIUTI"
"71994","3554904","SP","TRES FRONTEIRAS"
"41858","3109303","MG","BURITIS"
"779","1100452","RO","BURITIS"
"42510","3112604","MG","CAPINOPOLIS"
"44636","3123205","MG","DORES DO INDAIA"
"81167","4205191","SC","ERMO"
"81159","4205803","SC","GARUVA"
"64874","3519303","SP","IBATE"
"76775","4114203","PR","MANDAGUARI"
"47910","3139607","MG","MANTENA"
"87394","4311908","RS","MARCELINO RAMOS"
"91952","5106257","MT","NOVA XAVANTINA"
"67997","3534906","SP","PACAEMBU"
"68195","3535903","SP","PARANAPUA"
"89834","5106307","MT","PARANATINGA"
"68250","3536208","SP","PARIQUERA-ACU"
"49972","3149903","MG","PERDOES"
"50091","3150505","MG","PIMENTA"
"88170","4315701","RS","RIO PARDO"
"70092","3545407","SP","SALTO GRANDE"
"51837","3159209","MG","SANTA RITA DE CALDAS"
"88676","4318200","RS","SAO FRANCISCO DE PAULA"
"795","1101492","RO","SAO FRANCISCO DO GUAPORE"
"61905","3549953","SP","SAO LOURENCO DA SERRA"
"95990","5220108","GO","SAO LUIS DE MONTES BELOS"
"88919","4319406","RS","SAO PEDRO DO SUL"
"87920","4320552","RS","SERTAO SANTANA"
"71773","3553807","SP","TAQUARITUBA"
"61042","3553955","SP","TARUMA"
"84743","4321634","RS","TRES ARROIOS"
"40371","3101904","MG","ALPINOPOLIS"
"58181","3300159","RJ","APERIBE"
"62332","3506706","SP","BOA ESPERANCA DO SUL"
"62316","3506607","SP","BIRITIBA MIRIM"
"92690","5203500","GO","BOM JESUS"
"63258","3511201","SP","CATIGUA"
"63339","3511607","SP","CESARIO LANGE"
"86118","4305702","RS","CONDOR"
"75230","4106308","PR","CORBELIA"
"81019","4205209","SC","ERVAL VELHO"
"64572","3517901","SP","GUARACAI"
"90816","5004106","MS","GUIA LOPES DA LAGUNA"
"65072","3520301","SP","IGUAPE"
"46272","3131406","MG","IPIACU"
"65676","3523305","SP","ITARIRI"
"47236","3136207","MG","JOAO MONLEVADE"
"86908","4311627","RS","LINDOLFO COLLOR"
"68012","3535002","SP","PALESTINA"
"49514","3147600","MG","PASSA QUATRO"
"58246","3303955","RJ","PINHEIRAL"
"88234","4316006","RS","ROLANTE"
"52434","3162203","MG","SAO JOAO BATISTA DO GLORIA"
"79030","4126405","PR","SERTANEJA"
"71633","3553104","SP","TAIACU"
"53619","3168101","MG","TAPIRA"
"87980","4321626","RS","TRAVESSEIRO"
"61336","3501707","SP","AMERICO BRASILIENSE"
"74357","4101804","PR","ARAUCARIA"
"58114","3300605","RJ","BOM JESUS DO ITABAPOANA"
"42676","3113404","MG","CARATINGA"
"63193","3510906","SP","CASSIA DOS COQUEIROS"
"90573","5002902","MS","CASSILANDIA"
"85979","4305009","RS","CATUIPE"
"99015","5103304","MT","COMODORO"
"56391","3202009","ES","DORES DO RIO PRETO"
"93858","1709500","TO","GURUPI"
"58610","3303104","RJ","NATIVIDADE"
"77330","4117602","PR","PALMAS"
"68055","3535200","SP","PALMEIRA D OESTE"
"94552","5216304","GO","PARANAIGUARA"
"98256","4314050","RS","PAROBE"
"82430","4212403","SC","PEDRAS GRANDES"
"78050","4121406","PR","REALEZA"
"69892","3544400","SP","RUBIACEA"
"78590","4124103","PR","SANTO ANTONIO DA PLATINA"
"58939","3304706","RJ","SANTO ANTONIO DE PADUA"
"56936","3204708","ES","SAO GABRIEL DA PALHA"
"88854","4319109","RS","SAO MARTINHO"
"96075","5220504","GO","SERRANOPOLIS"
"72052","3555208","SP","TURIUBA"
"72176","3555802","SP","URANIA"
"90212","5001102","MS","AQUIDAUANA"
"80063","4201257","SC","APIUNA"
"58092","3300506","RJ","BOM JARDIM"
"86460","4303673","RS","CAMPESTRE DA SERRA"
"42234","3111200","MG","CAMPO BELO"
"80853","4204400","SC","CORONEL FREITAS"
"44695","3123502","MG","DOURADOQUARA"
"58351","3301801","RJ","ENGENHEIRO PAULO DE FRONTIN"
"85502","4309050","RS","GLORINHA"
"66613","3528007","SP","MACATUBA"
"76937","4115309","PR","MARIOPOLIS"
"48518","3142601","MG","MONSENHOR PAULO"
"98779","5106281","MT","NOVO SAO JOAQUIM"
"175","1100155","RO","OURO PRETO DO OESTE"
"68233","3536109","SP","PARDINHO"
"68918","3539509","SP","PITANGUEIRAS"
"86126","4314753","RS","POCO DAS ANTAS"
"50415","3152105","MG","PONTE NOVA"
"69116","3540507","SP","PORANGABA"
"95630","5218508","GO","QUIRINOPOLIS"
"82953","4215000","SC","RIO NEGRINHO"
"51071","3155405","MG","RIO NOVO"
"87661","4317756","RS","SANTO ANTONIO DO PLANALTO"
"70734","3548609","SP","SAO BENTO DO SAPUCAI"
"71170","3550803","SP","SAO SEBASTIAO DA GRAMA"
"85030","4300208","RS","AJURICABA"
"80314","4201604","SC","ARROIO TRINTA"
"74896","4104600","PR","CAPITAO LEONIDAS MARQUES"
"86010","4305207","RS","CERRO LARGO"
"80993","4205100","SC","DONA EMMA"
"64017","3515004","SP","EMBU"
"64092","3515400","SP","FARTURA"
"81400","4206751","SC","IBIAM"
"66214","3526001","SP","JUNQUEIROPOLIS"
"90581","5105176","MT","JURUENA"
"47678","3138401","MG","LEOPOLDINA"
"48658","3143302","MG","MONTES CLAROS"
"95036","5215306","GO","ORIZONA"
"68152","3535705","SP","PARAISO"
"56839","3204203","ES","PIUMA"
"88250","4316105","RS","RONDA ALTA"
"78450","4123402","PR","SANTA FE"
"83291","4216701","SC","SAO JOSE DO CEDRO"
"71471","3552304","SP","SUD MENUCCI"
"53910","3169604","MG","TUPACIGUARA"
"54232","3171105","MG","VERISSIMO"
"58220","3300225","RJ","AREAL"
"41017","3105103","MG","BAMBUI"
"74691","4103602","PR","CAMBARA"
"63150","3510708","SP","CARDOSO"
"63517","3512506","SP","COROADOS"
"64297","3516408","SP","FRANCO DA ROCHA"
"64734","3518602","SP","GUARIBA"
"45934","3129707","MG","IBIRACI"
"65153","3520707","SP","INDIAPORA"
"58394","3302007","RJ","ITAGUAI"
"65498","3522406","SP","ITAPEVA"
"81698","4208609","SC","JABORA"
"87238","4311106","RS","JAGUARI"
"91073","5005400","MS","MARACAJU"
"56103","3203346","ES","MARECHAL FLORIANO"
"48631","3143203","MG","MONTE SANTO DE MINAS"
"95230","5216403","GO","PARAUNA"
"68136","3535606","SP","PARAIBUNA"
"77410","4118006","PR","PARAISO DO NORTE"
"91359","5106802","MT","PORTO DOS GAUCHOS"
"50598","3153004","MG","PRATINHA"
"88633","4318002","RS","SAO BORJA"
"86061","4323309","RS","VILA FLORES"
"86282","4300570","RS","ALTO FELIZ"
"62154","3505807","SP","BASTOS"
"58190","3301009","RJ","CAMPOS"
"40088","3114550","MG","CARNEIRINHO"
"56456","3202306","ES","GUACUI"
"64556","3517703","SP","GUARA"
"64599","3517802","SP","GUARACI"
"81434","4207304","SC","IMBITUBA"
"46671","3133402","MG","ITAPAGIPE"
"81850","4209409","SC","LAGUNA"
"81990","4210100","SC","MAFRA"
"66737","3528601","SP","MANDURI"
"91111","5005608","MS","MIRANDA"
"50318","3151602","MG","PLANURA"
"50334","3151701","MG","POCO FUNDO"
"69736","3543600","SP","RIFAINA"
"86207","4316956","RS","SANTA MARIA DO HERVAL"
"71536","3552601","SP","TABAPUA"
"89494","4322301","RS","TUPARENDI"
"61549","3556354","SP","VARGEM"
"91677","5108402","MT","VARZEA GRANDE"
"89613","4322905","RS","VIADUTOS"
"96458","5200134","GO","ACREUNA"
"89893","5101258","MT","ARAPUTANGA"
"41050","3105301","MG","BANDEIRA DO SUL"
"62758","3508702","SP","CACONDE"
"63037","3510104","SP","CANDIDO RODRIGUES"
"86037","4305306","RS","CHAPADA"
"63452","3512209","SP","CONCHAL"
"61662","3557303","SP","ESTIVA GERBI"
"81078","4205506","SC","FRAIBURGO"
"65196","3520905","SP","IPAUSSU"
"65412","3522000","SP","ITAJU"
"67911","3534500","SP","OSCAR BRESSANE"
"91316","5006606","MS","PONTA PORA"
"88218","4315909","RS","RODEIO BONITO"
"51659","3158300","MG","SANTANA DA VARGEM"
"81124","4216354","SC","SAO JOAO DO ITAPERIU"
"88811","4318903","RS","SAO LUIS GONZAGA"
"86754","4319802","RS","SAO VICENTE DO SUL"
"59072","3305406","RJ","SAPUCAIA"
"53155","3165800","MG","SENADOR JOSE BENTO"
"75647","4126355","PR","SERRANOPOLIS DO IGUACU"
"89133","4320602","RS","SEVERIANO DE ALMEIDA"
"89176","4320701","RS","SOBRADINHO"
"89451","4322103","RS","TUCUNDUVA"
"72133","3555604","SP","UCHOA"
"4090","1500503","PA","ALMERIM"
"61239","3501202","SP","ALVARES FLORENCE"
"61433","3502200","SP","ANGATUBA"
"90034","5000203","MS","AGUA CLARA"
"56111","3200607","ES","ARACRUZ"
"85332","4301701","RS","BARAO DE COTEGIPE"
"80519","4202701","SC","BOTUVERA"
"92819","5204102","GO","CACHOEIRA ALTA"
"42293","3111507","MG","CAMPOS ALTOS"
"80691","4203600","SC","CAMPOS NOVOS"
"43850","3119302","MG","COROMANDEL"
"75531","4107801","PR","FLORAI"
"64319","3516507","SP","GABRIEL MONTEIRO"
"64416","3517000","SP","GETULINA"
"75710","4108809","PR","GUAIRA"
"65013","3520004","SP","IGARACU DO TIETE"
"65390","3521903","SP","ITAJOBI"
"87254","4311205","RS","JULIO DE CASTILHOS"
"47430","3137205","MG","LAGOA DA PRATA"
"47554","3137809","MG","LAMBARI"
"48771","3143906","MG","MURIAE"
"49018","3145109","MG","NOVA RESENDE"
"62383","3534757","SP","OUROESTE"
"49450","3147303","MG","PARAISOPOLIS"
"95397","5217104","GO","PIRACANJUBA"
"647","1100262","RO","RIO CRESPO"
"69914","3544509","SP","RUBINEIA"
"87645","4317558","RS","SANTO ANTONIO DO PALMA"
"85324","4318481","RS","SAO JOSE DO HORTENCIO"
"88757","4318606","RS","SAO JOSE DO OURO"
"53473","3167400","MG","SILVIANOPOLIS"
"12190","2211001","PI","TERESINA"
"84808","4300554","RS","ALTO ALEGRE"
"61352","3501806","SP","AMERICO DE CAMPOS"
"80438","4202206","SC","BENEDITO NOVO"
"62456","3507308","SP","BORACEIA"
"62650","3508207","SP","BURITIZAL"
"42552","3112802","MG","CAPITOLIO"
"63657","3513207","SP","CRISTAIS PAULISTA"
"93270","5206305","GO","CRISTIANOPOLIS"
"80934","4204806","SC","CURITIBANOS"
"81337","4206801","SC","IBICARE"
"81396","4207106","SC","ILHOTA"
"46116","3130606","MG","INCONFIDENTES"
"46370","3131901","MG","ITABIRITO"
"82015","4210209","SC","MAJOR GERCINO"
"67610","3533007","SP","NOVA GRANADA"
"67830","3534104","SP","ORIENTE"
"49190","3146008","MG","OURO FINO"
"82473","4212601","SC","PERITIBA"
"9210","2111300","MA","SAO LUIS"
"78875","4125605","PR","SAO MATEUS DO SUL"
"71870","3554300","SP","TEODORO SAMPAIO"
"40037","3100203","MG","ABAETE"
"62553","3507704","SP","BRAUNA"
"85065","4302659","RS","BROCHIER"
"80730","4203808","SC","CANOINHAS"
"58211","3301108","RJ","CANTAGALO"
"272","1100056","RO","CEREJEIRAS"
"63673","3513306","SP","CRUZALIA"
"86312","4306700","RS","DONA FRANCISCA"
"85286","4307559","RS","ESTACAO"
"81310","4206702","SC","HERVAL DO OESTE"
"45977","3129905","MG","IBITIURA DE MINAS"
"81450","4207403","SC","IMBUIA"
"62243","3521150","SP","IPIGUA"
"94030","5210406","GO","ITABERAI"
"6050","1600303","AP","MACAPA"
"80900","4210050","SC","MACIEIRA"
"48674","3143401","MG","MONTE SIAO"
"94870","5214507","GO","NEROPOLIS"
"77216","4116901","PR","NOVA ESPERANCA"
"90123","5108907","MT","NOVA MARINGA"
"82554","4213005","SC","PINHEIRO PRETO"
"79910","4120358","PR","PRANCHITA"
"62146","3541059","SP","PRATANIA"
"87602","4316758","RS","SANTA CLARA DO SUL"
"88692","4318309","RS","SAO GABRIEL"
"75060","4126272","PR","SAUDADE DO IGUACU"
"84956","4320651","RS","SILVEIRA MARTINS"
"80969","4219176","SC","VARGEM BONITA"
"89630","4323002","RS","VIAMAO"
"80683","4202057","SC","BALNEARIO DE BARRA DO SUL"
"42099","3110509","MG","CAMANDUCAIA"
"43052","3115300","MG","CATAGUASES"
"61387","3515129","SP","EMILIANOPOLIS"
"45217","3126109","MG","FORMIGA"
"65137","3520608","SP","INDIANA"
"87874","4314209","RS","PEDRO OSORIO"
"70017","3545001","SP","SALESOPOLIS"
"98973","5108501","MT","VERA"
"61255","3501301","SP","ALVARES MACHADO"
"80357","4201802","SC","ATALANTA"
"42110","3110608","MG","CAMBUI"
"85758","4303806","RS","CAMPINAS DO SUL"
"43010","3115102","MG","CASSIA"
"79570","4105300","PR","CEU AZUL"
"63436","3512100","SP","COLOMBIA"
"63916","3514502","SP","DUARTINA"
"75450","4107405","PR","ENEAS MARQUES"
"81493","4207601","SC","IPIRA"
"93955","5210000","GO","INHUMAS"
"90956","5104807","MT","JACIARA"
"87270","4311304","RS","LAGOA VERMELHA"
"91235","5006200","MS","NOVA ANDRADINA"
"79650","4116703","PR","NOVA AURORA"
"24910","2609600","PE","OLINDA"
"68497","3537404","SP","PEREIRA BARRETO"
"116","1100189","RO","PIMENTA BUENO"
"93424","5218052","GO","PORTEIRAO"
"69256","3541208","SP","PRESIDENTE BERNARDES"
"79715","4123501","PR","SANTA HELENA"
"52850","3164308","MG","SAO ROQUE DE MINAS"
"71676","3553302","SP","TAMBAU"
"89397","4321808","RS","TRES DE MAIO"
"54194","3171006","MG","VAZANTE"
"80136","4200705","SC","ALFREDO WAGNER"
"84948","4300059","RS","AGUA SANTA"
"61590","3503000","SP","ARAMINA"
"80292","4201505","SC","ARMAZEM"
"85375","4301909","RS","BARRA DO RIBEIRO"
"74535","4102802","PR","BELA VISTA DO PARAISO"
"41998","3110004","MG","CAETE"
"93025","5205497","GO","CIDADE OCIDENTAL"
"86584","4305587","RS","COLINAS"
"86096","4305603","RS","COLORADO"
"43656","3118304","MG","CONSELHEIRO LAFAIETE"
"86231","4306304","RS","DAVID CANABARRO"
"58335","3301702","RJ","DUQUE DE CAXIAS"
"75477","4107504","PR","ENGENHEIRO BELTRAO"
"64130","3515608","SP","FERNANDO PRESTES"
"61727","3519071","SP","HORTOLANDIA"
"76252","4111605","PR","IVATUBA"
"56634","3203205","ES","LINHARES"
"90620","5105606","MT","MATUPA"
"48232","3141207","MG","MATUTINA"
"66915","3529500","SP","MENDONCA"
"48615","3143104","MG","MONTE CARMELO"
"67377","3531803","SP","MONTE MOR"
"6092","1600501","AP","OIAPOQUE"
"68179","3535804","SP","PARANAPANEMA"
"80543","4213153","SC","PLANALTO ALEGRE"
"71552","3552700","SP","TABATINGA"
"40029","3103751","MG","ARAPORA"
"40754","3103801","MG","ARAPUA"
"58033","3300209","RJ","ARARUAMA"
"90468","5101902","MT","BRASNORTE"
"63010","3510005","SP","CANDIDO MOTA"
"80713","4203709","SC","CANELINHA"
"43877","3119401","MG","CORONEL FABRICIANO"
"44130","3120706","MG","CRUZEIRO DA FORTALEZA"
"45012","3125101","MG","EXTREMA"
"46051","3130309","MG","IGUATAMA"
"65919","3524501","SP","JACI"
"76651","4113601","PR","LOBATO"
"66494","3527405","SP","LUCELIA"
"67571","3532801","SP","NOVA ALIANCA"
"68330","3536604","SP","PAULO DE FARIA"
"59030","3305208","RJ","SAO PEDRO DA ALDEIA"
"53970","3169901","MG","UBA"
"72338","3556503","SP","VARZEA PAULISTA"
"89559","4322608","RS","VENANCIO AIRES"
"96571","5222054","GO","VICENTINOPOLIS"
"80098","4200507","SC","AGUAS DE CHAPECO"
"61930","3504701","SP","BALBINOS"
"56278","3201407","ES","CASTELO"
"45039","3125200","MG","FAMA"
"58432","3302205","RJ","ITAPERUNA"
"98698","5104559","MT","ITAUBA"
"87211","4311007","RS","JAGUARAO"
"86983","4311791","RS","MARATA"
"88820","4312054","RS","MARQUES DE SOUZA"
"77259","4117107","PR","NOVA LONDRINA"
"79790","4117222","PR","NOVA SANTA ROSA"
"49530","3147709","MG","PASSA TEMPO"
"82791","4214201","SC","QUILOMBO"
"69450","3542206","SP","RANCHARIA"
"95796","5219209","GO","SANTA CRUZ DE GOIAS"
"70556","3547700","SP","SANTO ANASTACIO"
"53759","3168804","MG","TIRADENTES"
"85367","4321667","RS","TRES CACHOEIRAS"
"61972","3504909","SP","BANANAL"
"79855","4103453","PR","CAFELANDIA"
"42137","3110707","MG","CAMBUQUIRA"
"42056","3110301","MG","CALDAS"
"80756","4203907","SC","CAPINZAL"
"75418","4107207","PR","DOIS VIZINHOS"
"45390","3127008","MG","FRONTEIRA"
"88382","4310538","RS","ITAARA"
"65595","3522901","SP","ITAPUI"
"2550","1302603","AM","MANAUS"
"48879","3144409","MG","NATERCIA"
"83976","4211751","SC","OTACILIO COSTA"
"17795","2403251","RN","PARNAMIRIM"
"68357","3536703","SP","PEDERNEIRAS"
"82457","4212502","SC","PENHA"
"68632","3538105","SP","PINDORAMA"
"70599","3547908","SP","SANTO ANTONIO DA ALEGRIA"
"91995","5107305","MT","SAO JOSE DO RIO CLARO"
"71234","3551108","SP","SARAPUI"
"59196","3306008","RJ","TRES RIOS"
"80144","4218855","SC","UNIAO DO OESTE"
"41661","3102050","MG","ALTO CAPARAO"
"89877","5100250","MT","ALTA FLORESTA"
"62472","3507407","SP","BORBOREMA"
"74713","4103701","PR","CAMBE"
"86487","4304358","RS","CANDIOTA"
"63878","3514304","SP","DOURADO"
"85022","4307054","RS","ERNESTINA"
"86479","4307500","RS","ESPUMOSO"
"86711","4308706","RS","GAURAMA"
"64394","3516903","SP","GENERAL SALGADO"
"86770","4308904","RS","GETULIO VARGAS"
"81515","4207700","SC","IPUMIRIM"
"46337","3131703","MG","ITABIRA"
"54453","3133758","MG","ITAU DE MINAS"
"66672","3528304","SP","MAGDA"
"58734","3303708","RJ","PARAIBA DO SUL"
"68276","3536307","SP","PATROCINIO PAULISTA"
"58793","3304003","RJ","PIRAI"
"68810","3539004","SP","PIRANGI"
"69337","3541604","SP","PROMISSAO"
"69515","3542503","SP","REGINOPOLIS"
"1392","1200401","AC","RIO BRANCO"
"51276","3156403","MG","ROMARIA"
"69930","3544608","SP","SABINO"
"88374","4316709","RS","SANTA BARBARA DO SUL"
"84670","4124053","PR","SANTA TEREZINHA DE ITAIPU"
"91880","5007935","MS","SONORA"
"79936","4127957","PR","TUPASSI"
"84913","4322558","RS","VANINI"
"40134","3100708","MG","AGUA COMPRIDA"
"61131","3500709","SP","AGUDOS"
"40835","3104205","MG","ARCOS"
"90450","5002308","MS","BRASILANDIA"
"85693","4303509","RS","CAMAQUA"
"42218","3111101","MG","CAMPINA VERDE"
"43095","3115508","MG","CAXAMBU"
"86932","4305355","RS","CHARQUEADAS"
"93491","5207402","GO","EDEIA"
"86240","4306767","RS","ELDORADO DO SUL"
"64050","3515202","SP","ESTRELA D OESTE"
"86576","4308003","RS","FAXINAL DO SOTURNO"
"94218","5211305","GO","ITARUMA"
"87777","4313706","RS","PALMEIRA DAS MISSOES"
"69590","3542909","SP","RIBEIRAO BONITO"
"70211","3546009","SP","SANTA BRANCA"
"78794","4125308","PR","SAO JORGE DO IVAI"
"59099","3305505","RJ","SAQUAREMA"
"79014","4126306","PR","SENGES"
"89290","4321303","RS","TAQUARI"
"89419","4321907","RS","TRES PASSOS"
"81345","4218350","SC","TREVISO"
"72397","3556800","SP","VIRADOURO"
"80055","4200309","SC","AGRONOMICA"
"78","1100023","RO","ARIQUEMES"
"81728","4201950","SC","BALNEARIO ARROIO DO SILVA"
"74810","4104204","PR","CAMPO LARGO"
"63290","3511409","SP","CERQUEIRA CESAR"
"63711","3513504","SP","CUBATAO"
"45659","3128303","MG","GUARANESIA"
"99058","5104104","MT","GUARANTA DO NORTE"
"64831","3519105","SP","IACANGA"
"81531","4207809","SC","IRANI"
"65935","3524600","SP","JACUPIRANGA"
"81736","4208807","SC","JAGUARUNA"
"66630","3528106","SP","MACAUBAL"
"49930","3149705","MG","PERDIGAO"
"69353","3541703","SP","QUATA"
"90069","5107065","MT","QUERENCIA"
"85766","4315453","RS","RELVADO"
"78239","4122305","PR","RIO NEGRO"
"88277","4316204","RS","RONDINHA"
"89117","4320503","RS","SERTAO"
"89192","4320800","RS","SOLEDADE"
"59218","3306107","RJ","VALENCA"
"74390","4102109","PR","ASTORGA"
"85430","4302204","RS","BOA VISTA DO BURICA"
"62375","3506904","SP","BOFETE"
"43630","3118205","MG","CONQUISTA"
"64378","3516804","SP","GASTAO VIDIGAL"
"64971","3519808","SP","ICEM"
"51","1100122","RO","JI PARANA"
"58718","3303609","RJ","PARACAMBI"
"68110","3535507","SP","PARAGUACU PAULISTA"
"49832","3149200","MG","PEDRINOPOLIS"
"49859","3149309","MG","PEDRO LEOPOLDO"
"68675","3538204","SP","PINHALZINHO"
"75523","4119954","PR","PONTAL DO PARANA"
"58971","3304904","RJ","SAO GONCALO"
"83496","4217709","SC","SOMBRIO"
"85073","4300406","RS","ALEGRETE"
"80500","4200556","SC","AGUAS FRIAS"
"61263","3502754","SP","ARACARIGUAMA"
"86223","4301651","RS","BARAO"
"58238","3301207","RJ","CARMO"
"80772","4204004","SC","CATANDUVAS"
"89796","5103205","MT","COLIDER"
"63410","3512001","SP","COLINA"
"86789","4309159","RS","GRAMADO XAVIER"
"87076","4310306","RS","ILOPOLIS"
"47996","3140001","MG","MARIANA"
"49212","3146107","MG","OURO PRETO"
"82538","4212908","SC","PINHALZINHO"
"56910","3204609","ES","SANTA TERESA"
"87807","4319356","RS","SAO PEDRO DA SERRA"
"89010","4320008","RS","SAPUCAIA DO SUL"
"90220","5107941","MT","TABAPORA"
"71730","3553609","SP","TAPIRATIBA"
"83933","4218103","SC","TIMBE DO SUL"
"80071","4200408","SC","AGUA DOCE"
"92290","5201504","GO","APORE"
"80411","4202107","SC","BARRA VELHA"
"62693","3508405","SP","CABREUVA"
"63371","3557204","SP","CHAVANTES"
"56294","3201506","ES","COLATINA"
"44717","3123601","MG","ELOI MENDES"
"90875","5004403","MS","INOCENCIA"
"66958","3529708","SP","MIGUELOPOLIS"
"67598","3532900","SP","NOVA EUROPA"
"68799","3538907","SP","PIRAJUI"
"51373","3156908","MG","SACRAMENTO"
"70378","3546801","SP","SANTA ISABEL"
"72354","3556602","SP","VERA CRUZ"
"61670","3503406","SP","AREALVA"
"58050","3300308","RJ","BARRA DO PIRAI"
"41793","3109006","MG","BRUMADINHO"
"75876","4109609","PR","GUARATUBA"
"46710","3133600","MG","ITAPEVA"
"47872","3139409","MG","MANHUACU"
"66893","3529401","SP","MAUA"
"77356","4117701","PR","PALMEIRA"
"49433","3147204","MG","PARAGUACU"
"49956","3149804","MG","PERDIZES"
"50130","3150703","MG","PIRAJUBA"
"35","1100205","RO","PORTO VELHO"
"50555","3152808","MG","PRATA"
"85561","4316436","RS","SALDANHA MARINHO"
"51535","3157708","MG","SANTA JULIANA"
"83330","4216909","SC","SAO LOURENCO DO OESTE"
"58017","3300100","RJ","ANGRA DOS REIS"
"62251","3506300","SP","BERNADINO DE CAMPOS"
"85472","4302402","RS","BOM RETIRO DO SUL"
"41653","3108305","MG","BORDA DA MATA"
"80578","4203006","SC","CACADOR"
"56235","3201209","ES","CACHOEIRO DE ITAPEMIRIM"
"62731","3508603","SP","CACHOEIRA PAULISTA"
"92851","5204300","GO","CACU"
"75221","4104659","PR","CARAMBEI"
"63134","3510609","SP","CARAPICUIBA"
"93076","5205406","GO","CERES"
"58297","3301504","RJ","CORDEIRO"
"63550","3512704","SP","CORUMBATAI"
"86215","4306205","RS","CRUZEIRO DO SUL"
"64653","3518206","SP","GUARARAPES"
"81299","4206603","SC","GUARUJA DO SUL"
"75914","4109807","PR","IBIPORA"
"64890","3519402","SP","IBIRA"
"64912","3519501","SP","IBIRAREMA"
"81655","4208401","SC","ITAPIRANGA"
"66117","3525508","SP","JOANOPOLIS"
"67032","3530102","SP","MIRANDOPOLIS"
"87750","4313607","RS","PAIM FILHO"
"87505","4315149","RS","PRESIDENTE LUCENA"
"58858","3304300","RJ","RIO BONITO"
"79154","4127106","PR","TELEMACO BORBA"
"53872","3169406","MG","TRES PONTAS"
"83658","4218608","SC","TROMBUDO CENTRAL"
"85014","4300109","RS","AGUDO"
"42854","3114303","MG","CARMO DO PARANAIBA"
"86290","4306601","RS","DOM PEDRITO"
"84930","4307864","RS","FAGUNDES VARELA"
